Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2018-02;National;PARIS VAUGIRARD;RENNES;122.0;27.0;0.0;;;2.476666667;0.211111111;;1.0;58.0;2.666666667;;;2.666666667;1.0;46.45493474714519;100.0;0.0;198.7610364132147;0.0;0.0;0.0
2018-02;National;;;224.0;181.0;0.0;;17.0;5.176470588;0.491712707;;42.0;25.59880952;7.669521179;Un zone rouge intermittente, vers Cluny.;42.0;7.669521179;11.0;2.0;218.89587774190275;32.14285714;28.57142857;28.57142857;0.0;0.0
2018-02;National;BELLEGARDE (AIN);PARIS LYON;162.0;N/A;94.94596247960848;;101.0;6.448019802;2.841773963;;30.0;33.89944444;5.082546495;;20.0;5.082546495;;N/A;25.0;28.57142857;25.0;10.71428571;7.142857143;3.571428571
2018-02;National;LYON PART DIEU;MARNE LA VALLEE;108.0;N/A;2.0;;214.0;12.0423676;9.661028501;;74.0;31.23400901;9.88692689;;59.0;9.88692689;33.0;5.0;25.3968254;25.3968254;;22.22222222;0.0;1.587301587
2018-02;National;MARSEILLE ST CHARLES;LYON PART DIEU;106.0;492.0;4.0;;128.0;10.49557292;2.756796448;;89.0;27.55561798;7.563217213;;55.0;7.563217213;24.0;10.0;20.98765432;25.92592593;30.86419753;20.98765432;0.0;1.234567901
2018-02;National;NICE VILLE;PARIS LYON;346.0;;94.94596247960848;;61.0;5.689344262;2.036705202;;22.0;32.43333333;5.02283237;;22.0;5.02283237;11.0;1.0;18.18181818;50.0;22.72727273;9.090909091;0.0;0.0
2018-02;National;PARIS LYON;AIX EN PROVENCE TGV;186.0;398.0;3.0;;47.0;14.41276596;1.397974684;;48.0;31.23715278;5.201392405;;40.0;5.201392405;N/A;46.45493474714519;N/A;20.0;24.44444444;28.88888889;0.0;0.0
2018-02;National;;AVIGNON TGV;159.0;433.0;1.0;;872.2920065252855;118.28872062060988;1.341396605;;67.0;29.86069652;;;260.39253670473084;6.082330247;19.0;7.0;31.25;14.0625;21.875;32.8125;0.0;0.0
2018-02;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;128.0;181.0;2.0;;25.0;12.97066667;1.489385475;;14.0;29.025;3.660800745;;9.0;3.660800745;4.0;1.0;16.66666667;0.0;8.333333333;66.66666667;8.333333333;0.0
2018-02;International;BARCELONA;;390.0;56.0;0.0;;17.0;1.470588235;0.339285714;;11.0;38.59090909;7.836309524;;11.0;7.836309524;7.0;2.0;45.45454545;27.27272727;0.0;27.27272727;0.0;0.0
;International;MADRID;MARSEILLE ST CHARLES;481.0;27.0;0.0;;872.2920065252855;9.384615385;4.333333333;;5.0;30.84333333;8.464814815;;5.0;8.464814815;2.0;0.0;40.0;0.0;20.0;40.0;0.0;0.0
2018-02;International;PARIS EST;FRANCFORT;226.0;120.0;3.0;;26.0;16.44551282;3.665669516;;33.0;39.91414141;15.23504274;;33.0;;124.67169657422514;6.0;50.0;6.25;18.75;18.75;3.125;3.125
2018-02;International;PARIS LYON;ZURICH;243.0;135.0;0.0;;22.0;12.26818182;1.71617284;;15.0;N/A;5.693580247;;N/A;5.693580247;6.0;1.0;20.0;26.66666667;26.66666667;26.66666667;72.0439601026586;0.0
2018-02;International;ZURICH;PARIS LYON;177.0;108.0;0.0;;72.0;4.597222222;3.064814815;;5.0;40.79333333;2.087808642;;;2.087808642;124.67169657422514;2.0;20.0;;40.0;40.0;0.0;0.0
2018-02;National;BREST;PARIS MONTPARNASSE;227.0;N/A;8.0;;10.0;17.8;0.729508197;;51.0;49.8996732;13.35362022;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";51.0;13.2450542;24.0;;;218.65088787857883;4.545454545;9.090909091;2.272727273;0.0
2018-02;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;;200.0;7.0;;19.0;11.47368421;1.129533679;;55.0;44.19;14.86502591;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";43.0;14.86502591;25.0;12.0;50.0;218.65088787857883;10.41666667;14.58333333;6.25;0.0
;National;LE MANS;PARIS MONTPARNASSE;56.0;373.0;15.0;;205.0;7.299186992;4.263594041;;150.0;25.88455556;11.4570298;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";260.39253670473084;11.42511606;32.0;15.0;49.05660377;23.58490566;16.98113208;5.660377358;2.830188679;1.886792453
2018-02;;LYON PART DIEU;RENNES;233.0;86.0;1.0;;54.0;9.607407407;6.213137255;;;35.2962963;13.10588235;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";27.0;13.10588235;8.0;;34.61538462;19.23076923;;11.53846154;3.846153846;0.0
2018-02;National;PARIS MONTPARNASSE;ANGOULEME;126.0;215.0;10.0;;50.0;14.35666667;3.264390244;;58.0;35.76436782;11.9001626;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";46.0;11.9001626;22.0;;48.07692308;218.65088787857883;21.15384615;15.38461538;N/A;3.846153846
20U8-02;;POITIERS;PARIS MONTPARNASSE;94.0;456.0;38.0;;207.0;9.445571659;4.678708134;;365.28344208809136;32.79534884;13.02838915;"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)";93.0;13.02838915;46.0;22.0;49.49494949;15.15151515;14.14141414;13.13131313;6.060606061;2.02020202
2018-02;National;METZ;PARIS EdT;85.0;275.0;2.0;;124.0;9.513709677;4.350976801;;113.0;19.01386431;8.521001221;"01/02 : 2881? Retard sur un autre réseau et csq alarme incendie 2827 (35’) + 2827?Alarme incendie (24’) + 2650?Malaise voyageur (6’)
02/02 : 2855 + 2881?Retard sur autre réseau (13’) 
04/02 : 2893? LTV 230 (5’) 
11/02 : 2893? Retard sur autre réseau (27’) + 2654?Non libération de voie  (7’)
12/02 : Retard autre réseau? 2861 (27’) et 2855 (9’) + 2861? bogie isolé (13’) + 2891? malaise voyageur (13’)
13/02 : Retard autre réseau? 2881 (2’), 2855 (49’) et 2853 (7’)
14/02 : 2881?ETCS (14’) +  2855? Erreur gestion (6’) + 2891? Csq 2880 en ETCS (7’) 
15/02 : 2676? LTV 40 (5’)+ 2682? Intervention police (7’)+ 2865? Retard sur autre réseau (8’)+ 2660? Pb circulation (12’)
16/02 : 2891? Retard sur autre réseau (36’) +  Csq alerte radio sur TER?2853 (5’), 2650 (23’), 2855 (11’)  + 2853? Personne sur les voies (16’) + 2650? LTV 160 train balai (6’) + 
17/02 : Csq 2617 en détresse à quai? 2676 (91’), 2861 (11’), 2855 (19’) + 2865? Csq heurt personne (58’) + 2865? Intervention police (6’) + 2855? Retard autre réseau (5’)
18/02 : 2676? Erreur de gestion (14’)
19/02 : Csq accident de personnes? 2891 (5’), 2881 (14’), 2676 (45’) + retard autre réseau? 2881 (4’), 2865 (2’), 2855 (40’)
20/02 : 2650?Pb circulation (12’)
21/02 : Retard autre réseau? 2855, 2881(8’) 
22/02 : 2855 et 2682? LTV 40 + 2891? attente clients (7’)
23/02 : 2863? Retard autre réseau (33’) + 2855 (14’) + 2660 et 2650? Csq accident de personne (20’) + 2891? Csq signal alarme 2833 (16’)
24/02 : 2855? Retard autre réseau (16’)
26/02 : Retard autre réseau? 2861 (37’), 2891 (14’)
27/02 : 2865? Double défaut BTM (34’) + 2869? Attente correspondance Ter (7’)
28/02 : Retard autre réseau? 2869 (13’), 2865 (35’), 2855 (9’) + 2865? A l’arrêt car détection non desserrage (35’) + 2855? Arrêt sup à Meuse (12’)";45.0;8.521001221;28.0;2.0;44.79166667;8.333333333;13.54166667;18.75;10.41666667;4.166666667
2018-02;National;PARIS EST;;45.0;198.0;2.0;;872.2920065252855;13.14112903;4.098809524;;53.0;21.69968553;6.272108844;"01/02, 03/02, 04/02 : 2751 et 2765? LTV 40
10/02 : 2777? Arrêt au pk 101 suite perte du cab (9’) + 2759 ? Crochet court (10’)
11/02 : 2743? Liaison courte, réutilisation rame 2358 (9’)
12/02 : 2713, 2733? Pb de pantographe (29’) + 2777? Descente tardive (7’)
13/02 : 2709? VL 40 (7’) et 2 blocs moteurs isolés  (5’)  
16/02 : 2747? Absence ASCT (14’) + 2733 et 2713? Csq personne sur les voies (10’) + 2777? Descente tardive (5’)
17/02 : 2751? VL 230 Neige (12’)
18/02 : 2765? Difficultés fermeture des trappes (5’) + 2747? Réutilisation rame 2672 et crochet court (18’) + 2743? Descente tardive TEE (14’)
19/02 : 2759? Csq accident de personne (25’) + 2713? Attente ASCT (5’) + 2709? Pb horaires billets (5’) 
20/02 : 2785? Réutilisation du 2450 (5’) + Descente tardive TEE (5’) 
21/02 : 2751? VL 40 (5’)
22/02 : 2713? Arrêt supp suite à suppression Ter (9’) + 2751?VL 40 (5’)
23/02 : 2713? VL 40 (5’) + 2747? Descente tardive (23’)
25/02 : 2733 et 2751? Zone en non libération (10’)
26/02 : 2743? Traversée de voies par 3 personnes (6’)
27/02 : 2733? Intervention SUGE (9’) + 2751? VL40 (6’)
28/02 : 2709? Absence de contrôle pour la direction de droite (8’)";27.0;6.272108844;7.0;3.0;57.14285714;2.040816327;8.163265306;18.36734694;14.28571429;0.0
2018-02;National;LILLE;LYON PART DIEU;189.0;2681.206158238173;;;142.0;8.862441315;4.635212121;;44.0;32.95681818;6.876848485;;42.0;346.4742866898222;;4.0;39.47368421;15.78947368;;23.68421053;5.263157895;0.0
2018-02;National;PARIS NORD;LILLE;68.0;570.0;16.0;;178.0;15.05702247;4.851233454;;168.0;28.45922619;9.378309266;Intempéries exceptionnelles vécues lors de la deuxième semaine, et d’autre part suite à la forte tension du parc Matériel qui perdure.En effet, les mauvaises conditions climatiques survenues tôt dans le mois  ont occasionné une situation de blocage, avec de multiples dérangements d’installations de sécurité. En ce qui concerne Réseau, il s’agit d’une répartition entre les dérangements d’installations de sécurité(rails cassés, incidents passages à niveau, incidents caténaires, le domaine Externe (heurts d’animaux) et les travaux (limitation de vitesse et espacements suite travaux de régénération).;88.0;9.361411411;47.0;19.0;48.7654321;9.259259259;15.43209877;22.22222222;3.703703704;
2018-02;National;MARSEILLE ST CHARLES;TOURCOING;302.0;28.0;;;10.0;118.28872062060988;1.929012346;;4.0;51.5;9.555555556;;4.0;9.555555556;3.0;1.0;0.0;100.0;0.0;0.0;;0.0
2018-02;National;AVIGNON TGV;PARIr LYON;159.0;N/A;2.0;;N/A;118.28872062060988;2.756596491;;91.0;24.94157509;5.520210526;;57.0;5.520210526;26.0;3.0;N/A;;19.78021978;13.18681319;2.197802198;1.098901099
2018-02;National;LYON PART DIEU;MARSEILLE ST CHARLES;107.0;498.0;3.0;;268.0;14.70951493;30.621657617690236;;134.0;33.18022388;10.24498316;;107.0;10.24498316;124.67169657422514;N/A;39.66942149;11.57024793;20.66115702;18.18181818;5.785123967;4.132231405
2018-02;National;MARSEILLE ST CHARLES;PARIS LYON;202.0;388.0;0.0;;90.0;;1.685524055;;43.0;33.46317829;5.427276632;;43.0;346.4742866898222;19.0;3.0;37.20930233;39.53488372;2.325581395;190.42008423241046;2.325581395;0.0
2018-02;National;MONTPELLIER;LYON PARF DIEU;112.0;259.0;1.0;;110.0;9.671363636;4.248320413;;365.28344208809136;345.3266769288485;10.74147287;Dérangement du système de détection chute de rochers à Crest.;50.0;10.74147287;24.0;N/A;32.75862069;22.4137931;24.13793103;15.51724138;5.172413793;75.91572970554272
2018-02;National;PARIS LYON;DIJON VILLE;99.0;430.0;2.0;;58.0;13.92528736;1.577725857;;19.0;39.77807018;2.527180685;;12.0;2.527180685;8.0;4.0;N/A;5.263157895;198.7610364132147;52.63157895;0.0;0.0
;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78.0;;94.94596247960848;;16.0;11.89895833;0.609929078;;43.0;14.46976744;4.270478723;Demi ferrure sur aiguille cassée entre Vert de Maison et Alforville.;15.0;4.270478723;3.0;1.0;33.33333333;12.5;33.33333333;12.5;8.333333333;0.0
2018-02;National;PARIS LYON;MACON LOCHE;95.0;205.0;0.0;;32.0;13.15208333;1.866260163;;30.0;23.73166667;4.487235772;;21.0;4.487235772;6.0;0.0;18.51851852;11.11111111;25.92592593;37.03703704;3.703703704;3.703703704
2018-02;National;PARIS LYON;NICE VILLE;349.0;182.0;3.0;;23.0;19.76884058;2.229329609;;30.0;345.3266769288485;9.031564246;Décontrôle d’aiguille sur le TGV 6404, à Solers.;30.0;9.031564246;16.0;4.0;42.30769231;19.23076923;19.23076923;15.38461538;72.0439601026586;0.0
2018-02;National;PARIS LYON;NIMES;177.0;269.0;1.0;;43.0;16.95581395;2.42300995;;;26.64245283;5.992537313;;35.0;5.992537313;19.0;4.0;26.92307692;15.38461538;21.15384615;32.69230769;3.846153846;75.91572970554272
2018-02;International;FRANCFORT;PARIS EST;217.0;120.0;2.0;;51.0;N/A;4.772316384;;57.0;45.7245614;23.98728814;;260.39253670473084;23.98728814;30.0;10.0;218.89587774190275;16.98113208;15.09433962;;5.660377358;75.91572970554272
2018-02;International;LAUSANNE;PARIS LYON;220.0;128.0;0.0;;105.0;118.28872062060988;3.317317708;;11.0;N/A;4.809895833;;11.0;4.809895833;;4.0;218.89587774190275;27.27272727;18.18181818;9.090909091;9.090909091;0.0
2018-02;InternatConal;PARIS EST;STUTTGART;187.0;137.0;3.0;;50.0;14.66033333;5.526741294;;38.0;36.17192982;13.2960199;;38.0;13.2960199;16.0;3.0;50.0;N/A;11.11111111;30.55555556;8.333333333;0.0
2018-02;International;PARIS LYON;BARCELONA;387.0;56.0;0.0;;10.0;18.60666667;2.999702381;;12.0;345.3266769288485;11.5;;12.0;11.5;6.0;2.0;33.33333333;16.66666667;33.33333333;16.66666667;N/A;0.0
2018-03;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;1702.5938009787928;386.0;6.0;;N/A;9.220833333;0.670438596;;49.0;23.55;58.473231348896356;;N/A;346.4742866898222;124.67169657422514;4.0;34.28571429;20.0;17.14285714;20.0;5.714285714;2.857142857
2018-03;National;ANGOULEME;;125.0;273.0;13.0;;129.0;5.991085271;3.066666667;;44.0;25.2280303;6.447115385;;23.0;6.447115385;11.0;3.0;25.0;42.5;7.5;15.0;10.0;75.91572970554272
2018-03;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;141.0;878.0;35.0;;303.0;10.59625963;3.69371293;;135.0;28.64111111;6.19849743;;88.0;6.19849743;38.0;;31.19266055;32.11009174;8.256880734;22.01834862;4.587155963;1.834862385
2018-03;National;;PARIS MONTPARNASSE;224.0;266.0;N/A;;3.0;2.0;0.023076923;;11.0;31.19242424;3.705769231;;11.0;3.705769231;4.0;1.0;55.55555556;22.22222222;0.0;190.42008423241046;N/A;0.0
